"subj_id","hide_proportion","present","confidence"
"5d651053afb8f700198459d4","0.35",0,0.592877492877493
"5d651053afb8f700198459d4","0.35",1,0.636084656084656
"5d7695cc7ae60f001bc4bde6","0.1",0,0.831681427442128
"5d7695cc7ae60f001bc4bde6","0.1",1,0.939906429069752
"5d7695cc7ae60f001bc4bde6","0.35",0,0.868511681711592
"5d7695cc7ae60f001bc4bde6","0.35",1,0.913125914185484
"5d833b0e6642ee0001bfa9cb","0.1",0,0.543436133763292
"5d833b0e6642ee0001bfa9cb","0.1",1,0.935800691246815
"5d833b0e6642ee0001bfa9cb","0.35",0,0.526932923711695
"5d833b0e6642ee0001bfa9cb","0.35",1,0.891752333690283
"5d920df12b679a00182bbc73","0.1",0,0.51460113960114
"5d920df12b679a00182bbc73","0.1",1,0.601466049382716
"5d920df12b679a00182bbc73","0.35",0,0.43667328042328
"5d920df12b679a00182bbc73","0.35",1,0.222800925925926
"5d951ede9b6f880018f63b6e","0.1",0,0.932986111111111
"5d951ede9b6f880018f63b6e","0.1",1,0.958611111111111
"5d951ede9b6f880018f63b6e","0.35",0,0.886284722222222
"5d951ede9b6f880018f63b6e","0.35",1,0.929282407407407
"5d95fe287f664d0016591f9b","0.1",0,0.781785714285714
"5d95fe287f664d0016591f9b","0.1",1,0.94859375
"5d95fe287f664d0016591f9b","0.35",0,0.865
"5d95fe287f664d0016591f9b","0.35",1,0.810909090909091
"5dae21b2232c620011d6a06e","0.1",0,0.86637037037037
"5dae21b2232c620011d6a06e","0.1",1,0.481333333333333
"5dae21b2232c620011d6a06e","0.35",0,0.901269841269841
"5dae21b2232c620011d6a06e","0.35",1,0.501428571428571
"5dd05d80b2204f1487f7812c","0.1",0,0.970138888888889
"5dd05d80b2204f1487f7812c","0.1",1,0.977222222222222
"5dd05d80b2204f1487f7812c","0.35",0,0.917592592592593
"5dd05d80b2204f1487f7812c","0.35",1,0.968269230769231
"5dd7f591ad0a617838322129","0.1",0,0.5673828125
"5dd7f591ad0a617838322129","0.1",1,0.525
"5dd7f591ad0a617838322129","0.35",0,0.314778645833333
"5dd7f591ad0a617838322129","0.35",1,0.368200231481482
"5ddf074601fadfe804d466a2","0.1",0,0.60679012345679
"5ddf074601fadfe804d466a2","0.1",1,0.897530864197531
"5ddf074601fadfe804d466a2","0.35",0,0.556125356125356
"5ddf074601fadfe804d466a2","0.35",1,0.764102564102564
"5ddf094935cf74e7e614743c","0.1",0,0.576767676767677
"5ddf094935cf74e7e614743c","0.1",1,0.616435185185185
"5ddf094935cf74e7e614743c","0.35",0,0.553535353535354
"5ddf094935cf74e7e614743c","0.35",1,0.628240740740741
"5de8d53cd0e07e836599d816","0.1",0,0.893827160493827
"5de8d53cd0e07e836599d816","0.1",1,0.7496632996633
"5de8d53cd0e07e836599d816","0.35",0,0.878042328042328
"5de8d53cd0e07e836599d816","0.35",1,0.717078189300412
"5dfb7cbd01423f8a774d893b","0.1",0,0.999326599326599
"5dfb7cbd01423f8a774d893b","0.1",1,1
"5dfb7cbd01423f8a774d893b","0.35",0,1
"5dfb7cbd01423f8a774d893b","0.35",1,1
"5dff767f69a117bc2fbd4be8","0.1",0,0.813368055555556
"5dff767f69a117bc2fbd4be8","0.1",1,0.639930555555556
"5dff767f69a117bc2fbd4be8","0.35",0,0.668923611111111
"5dff767f69a117bc2fbd4be8","0.35",1,0.434722222222222
"5e356b29d87fbf512a4cd090","0.1",0,0.742645502645503
"5e356b29d87fbf512a4cd090","0.1",1,0.816605616605617
"5e356b29d87fbf512a4cd090","0.35",0,0.70462962962963
"5e356b29d87fbf512a4cd090","0.35",1,0.773677248677249
"5e4eec948a243d34046ce39c","0.1",0,0.517628205128205
"5e4eec948a243d34046ce39c","0.1",1,0.563822751322751
"5e4eec948a243d34046ce39c","0.35",0,0.42022792022792
"5e4eec948a243d34046ce39c","0.35",1,0.561253561253561
"5e50ecfc5bac4311db8b381b","0.1",0,0.513481481481481
"5e50ecfc5bac4311db8b381b","0.1",1,0.522564102564103
"5e50ecfc5bac4311db8b381b","0.35",0,0.446518518518519
"5e50ecfc5bac4311db8b381b","0.35",1,0.524166666666667
"5e5521580ee1b951df544c3c","0.1",0,0.69537037037037
"5e5521580ee1b951df544c3c","0.1",1,0.77608024691358
"5e5521580ee1b951df544c3c","0.35",0,0.588975694444444
"5e5521580ee1b951df544c3c","0.35",1,0.696593915343915
"5e7987df47422a5443426cd7","0.1",0,0.621527777777778
"5e7987df47422a5443426cd7","0.1",1,0.42974358974359
"5e7987df47422a5443426cd7","0.35",0,0.407619047619048
"5e7987df47422a5443426cd7","0.35",1,0.36040404040404
"5ea00d4b1286ee0008405450","0.1",0,0.943888888888889
"5ea00d4b1286ee0008405450","0.1",1,0.937301587301587
"5ea00d4b1286ee0008405450","0.35",0,0.863333333333333
"5ea00d4b1286ee0008405450","0.35",1,0.8875
