"subj_id","rt","correct","present","easy"
4,2.18510000002384,1,-1,0
4,1.58510000002384,1,1,1
4,1.687,1,1,0
4,1.71159999996424,1,-1,1
8,2.87019999999925,1,-1,0
8,2.00579999999702,1,-1,1
8,1.64109999999776,1,1,1
8,1.77869999999925,1,1,0
8,1.5985,1,1,0
8,2.06660000000149,1,-1,1
8,2.0245,1,-1,0
8,2.32829999999702,1,1,1
8,1.48,1,1,1
8,2.43269999999925,1,-1,0
8,1.8695,1,1,0
8,1.628,1,-1,1
8,2.11860000000149,1,-1,1
8,2.28789999999851,1,-1,0
8,2.03760000000149,1,1,1
8,1.98419999999926,1,1,0
8,1.81440000000224,1,1,0
8,1.80869999999926,1,1,1
8,1.72460000000149,1,-1,1
8,1.62289999999851,1,-1,0
8,2.31829999999702,0,1,0
8,1.5675,1,-1,1
8,4.20030000000074,1,1,1
8,1.94339999999851,1,-1,0
8,1.82190000000224,1,-1,0
8,2.71089999999851,1,1,1
8,1.845,1,1,0
8,2.663,1,-1,1
8,2.3865,1,1,0
8,2.95889999999851,1,-1,1
8,1.544,1,-1,0
8,1.49460000000149,1,1,1
8,2.3025,0,-1,0
8,3.02230000000075,1,1,0
8,1.55409999999776,1,-1,1
8,1.631,1,1,1
8,1.37039999999851,1,-1,1
8,1.42280000000075,1,1,0
8,2.8775,1,-1,0
8,1.82419999999925,1,1,1
8,2.17459999999776,1,1,1
8,2.03669999999925,1,-1,1
8,1.64010000000149,1,-1,0
8,1.65719999999926,1,1,0
8,1.66089999999851,1,-1,0
8,1.50860000000149,1,-1,1
8,2.50029999999702,0,1,1
8,2.90490000000224,0,1,0
8,2.52640000000224,1,1,1
8,1.97610000000149,1,-1,0
8,1.41590000000224,1,1,0
8,1.33909999999776,1,-1,1
8,2.02720000000298,1,-1,0
8,2.08980000000075,1,-1,1
8,1.57930000000075,1,1,1
8,1.29910000000149,1,1,0
8,1.64319999999926,1,-1,1
8,2.43970000000298,1,-1,0
8,1.96280000000075,1,1,0
8,1.383,1,1,1
8,1.68410000000149,1,-1,0
8,2.33890000000224,1,-1,1
8,1.68770000000298,1,1,1
8,2.35880000000075,0,1,0
9,2.09,1,-1,1
9,3.253,1,-1,0
9,1.722,1,1,1
9,1.81100000000003,1,1,0
9,1.80700000000003,1,-1,1
9,1.449,1,1,1
9,3.673,0,1,0
9,1.704,1,-1,0
9,2.113,1,1,0
9,1.794,1,1,1
9,1.73,1,-1,0
9,2.17,1,-1,1
9,2.272,1,-1,0
9,2.734,1,1,0
9,1.76599999999997,1,-1,1
9,1.848,1,1,1
9,2.236,1,-1,0
9,1.47699999999997,1,1,1
9,1.863,1,-1,1
9,2.53100000000003,0,1,0
9,2.049,1,-1,0
9,3.122,0,1,0
9,2.356,1,-1,1
9,6.91,0,1,1
9,2.524,1,-1,1
9,4.653,0,1,0
9,2.416,1,-1,0
9,2.524,1,1,1
9,3.391,0,1,0
9,3.166,1,1,1
9,1.837,1,-1,0
9,2.642,1,-1,1
9,1.612,1,1,1
9,1.64100000000006,1,-1,0
9,1.802,1,1,0
9,1.626,1,-1,1
9,4.186,1,-1,0
9,1.45,1,1,0
9,1.373,1,1,1
9,2.28,1,-1,1
9,3.268,1,-1,1
9,1.425,1,1,1
9,1.88200000000006,1,1,0
9,2.148,0,-1,0
9,2.393,1,1,0
9,2.366,1,-1,1
9,1.501,1,1,1
9,1.779,1,-1,0
9,1.462,1,1,0
9,2.13900000000006,1,-1,0
9,1.573,1,-1,1
9,1.44,1,1,1
9,1.633,1,-1,1
9,1.669,1,-1,0
9,1.61499999999994,1,1,0
9,1.351,1,1,1
9,1.327,1,-1,1
9,1.505,0,-1,0
9,1.38800000000006,1,1,1
9,1.577,1,1,0
9,2.07300000000006,1,-1,0
9,1.363,1,-1,1
9,3.00599999999994,0,1,0
9,1.478,1,1,1
10,1.63269999999925,1,-1,0
10,1.50520000000019,1,1,1
10,3.61719999999925,0,-1,1
10,1.62519999999926,1,1,0
10,2.005,1,-1,0
10,1.95990000000037,1,-1,1
10,1.15460000000056,1,1,1
10,1.746,1,1,0
10,2.896,1,-1,0
10,1.55979999999981,1,-1,1
10,1.86859999999963,1,1,1
10,4.14909999999963,0,1,0
10,4.8505,0,1,0
10,2.40569999999925,1,1,1
10,1.58389999999944,1,-1,0
10,1.94609999999963,1,-1,1
10,1.56639999999944,1,-1,1
10,1.52540000000037,1,1,0
10,3.64609999999963,1,1,1
10,1.3795,1,-1,0
10,1.72020000000019,1,1,1
10,2.21219999999925,1,-1,0
10,2.651,1,-1,1
10,3.696,0,1,0
10,1.69709999999963,1,1,1
10,1.97129999999981,1,1,0
10,1.81020000000019,1,-1,1
10,2.09409999999963,1,-1,0
10,1.71240000000037,1,1,1
10,2.45539999999944,1,-1,0
10,1.83270000000019,1,-1,1
10,1.93440000000037,0,1,0
10,1.71659999999963,1,1,1
10,4.03720000000019,1,-1,0
10,3.27320000000019,1,-1,1
10,1.19710000000056,1,1,0
10,2.22260000000056,1,-1,1
10,3.465,1,-1,0
10,1.28359999999963,1,1,1
10,1.5685,1,1,0
10,3.36959999999963,1,-1,1
10,4.14930000000075,1,-1,0
10,1.5135,1,1,0
10,1.43370000000112,1,1,1
10,4.48059999999963,1,-1,0
10,1.27809999999963,1,1,0
10,1.33669999999926,1,1,1
10,1.42129999999888,1,-1,1
10,2.12979999999888,1,-1,0
10,4.853,1,1,1
10,2.773,1,-1,1
10,3.98870000000112,1,1,0
10,1.393,1,-1,0
10,1.42870000000112,1,1,1
10,2.55140000000037,1,1,0
10,2.72290000000037,0,-1,1
10,1.97059999999963,1,1,1
10,2.95909999999963,1,-1,1
10,3.27159999999963,0,1,0
10,2.07470000000112,1,-1,0
10,1.56880000000075,1,1,0
10,1.97320000000112,1,-1,0
10,1.81620000000112,1,1,1
10,1.39420000000112,1,-1,1
11,4.03509999996424,1,1,0
11,2.7755,1,1,1
11,2.82369999998808,1,-1,1
11,3.23,1,-1,0
11,3.74810000002384,1,-1,0
11,4.94119999998808,0,1,1
11,3.18219999998808,1,-1,1
11,5.87009999996424,1,1,0
11,5.01169999998808,0,1,0
11,5.35390000003576,1,1,1
11,2.51189999997616,1,-1,0
11,4.91380000001192,1,-1,1
11,6.50690000003576,0,1,0
11,4.28959999996424,1,1,1
11,2.37630000001192,1,-1,1
11,5.15919999998808,1,-1,0
11,4.438,1,-1,1
11,3.88019999998808,1,1,1
11,5.28680000001192,1,1,0
11,4.5425,0,-1,0
11,3.37110000002384,0,-1,0
11,2.74520000004768,0,-1,1
11,4.33060000002384,1,1,0
11,6.3515,1,1,1
11,3.22510000002384,1,-1,1
11,2.88460000002384,1,1,1
11,2.43760000002384,1,1,0
11,1.77560000002384,1,-1,0
11,5.90830000001192,0,1,0
11,3.05560000002384,1,-1,0
11,2.22639999997616,1,1,1
11,3.35359999996424,1,-1,1
11,2.75469999998808,1,-1,1
11,2.15160000002384,1,1,1
11,4.49139999997616,1,1,0
11,1.85709999996424,1,-1,0
11,1.661,1,1,0
11,2.46210000002384,1,-1,1
11,2.11960000002384,1,1,1
11,3.32560000002384,1,-1,0
11,3.86120000004768,1,-1,0
11,1.5945,1,1,1
11,2.217,1,1,0
11,2.53310000002384,1,-1,1
11,2.54,1,-1,0
11,1.8145,1,1,0
11,2.10229999995232,1,-1,1
11,1.66859999996424,1,1,1
11,1.8395,1,1,1
11,2.1965,1,1,0
11,2.53780000001192,1,-1,0
11,2.25930000001192,1,-1,1
11,6.09359999996424,1,-1,0
11,1.59459999996424,1,1,1
11,2.262,1,-1,1
11,1.66389999997616,1,1,0
11,1.61139999997616,1,1,0
11,2.32590000003576,1,1,1
11,2.09390000003576,1,-1,1
11,2.73039999997616,1,-1,0
11,1.78030000001192,1,1,1
11,3.23560000002384,1,-1,1
11,1.495,1,1,0
11,2.109,1,-1,0
12,6.65479999999981,1,1,1
12,3.75239999999944,0,1,0
12,3.59220000000019,1,-1,1
12,5.71820000000019,1,-1,0
12,3.81970000000019,1,-1,1
12,3.20329999999981,1,1,1
12,4.16179999999981,1,-1,0
12,3.447,1,1,0
12,2.971,1,-1,1
12,5.067,1,-1,0
12,4.41589999999944,1,1,0
12,6.2375,0,1,1
12,3.61120000000019,1,-1,1
12,3.88739999999944,1,-1,0
12,2.83940000000037,1,1,1
12,3.2855,1,1,0
12,4.28029999999981,1,-1,1
12,4.09229999999981,1,-1,0
12,2.5165,1,1,1
12,5.22320000000019,0,1,0
12,4.57070000000019,1,-1,1
12,3.51,1,-1,0
12,2.60620000000019,1,1,0
12,5.55589999999944,1,1,1
12,2.49690000000037,1,-1,1
12,4.76910000000056,1,-1,0
12,6.74410000000056,0,1,0
12,4.02910000000056,0,1,1
12,4.18870000000019,1,1,1
12,4.698,1,-1,0
12,2.88339999999944,1,-1,1
12,3.24970000000019,1,1,0
12,3.11110000000056,1,1,0
12,3.4315,1,-1,1
12,3.35820000000019,1,1,1
12,4.09210000000056,0,-1,0
12,3.24570000000019,1,1,1
12,3.21540000000037,1,-1,0
12,2.34690000000037,1,1,0
12,2.98909999999963,1,-1,1
12,2.6565,1,1,0
12,2.26420000000019,1,1,1
12,4.74209999999963,1,-1,0
12,3.43079999999981,1,-1,1
12,2.38970000000019,1,1,0
12,2.87739999999944,1,-1,1
12,2.16229999999981,1,1,1
12,3.75289999999944,1,-1,0
12,2.15970000000019,1,1,1
12,4.12789999999944,1,1,0
12,3.72660000000056,1,-1,0
12,3.23279999999981,1,-1,1
12,1.94460000000056,1,1,0
12,3.319,1,-1,0
12,2.54,1,1,1
12,1.91880000000075,1,-1,1
12,5.22689999999944,1,-1,0
12,3.7595,1,1,0
12,2.85439999999944,1,1,1
12,3.35190000000037,1,-1,1
12,2.992,1,1,1
12,4.27390000000037,1,1,0
12,2.51820000000019,1,-1,0
13,5.0615,1,-1,0
13,5.81860000000894,1,-1,1
13,2.36820000000298,1,1,1
13,3.30270000000298,1,1,0
13,2.08979999999702,1,-1,0
13,3.06129999999702,1,-1,1
13,1.76,1,1,1
13,2.86239999999106,1,1,0
13,2.70039999999106,1,1,0
13,5.98279999999702,1,-1,0
13,3.39360000000894,1,1,1
13,3.66080000001192,1,-1,1
13,5.58209999999404,1,-1,1
13,2.48529999999702,1,-1,0
13,3.45990000000596,1,1,0
13,2.63,1,1,1
13,3.27890000000596,1,1,0
13,2.41139999999106,1,-1,0
13,2.44929999999702,1,-1,1
13,3.0045,1,1,1
13,5.55490000000596,1,1,0
13,4.88660000000894,1,1,1
13,3.3735,1,-1,1
13,3.78529999999702,1,-1,0
13,2.33620000000298,1,1,0
13,2.05,1,-1,1
13,2.53990000000596,1,1,1
13,4.26729999999702,1,-1,0
13,3.28970000000298,1,-1,0
13,5.0905,1,1,0
13,2.2975,1,1,1
13,2.41379999999702,1,-1,1
13,2.62569999998808,1,1,1
13,1.90590000000596,1,-1,0
13,2.19339999999106,1,-1,1
13,2.109,1,1,0
13,2.62579999999702,1,-1,1
13,2.57920000000298,1,-1,0
13,1.65879999999702,1,1,1
13,2.2745,1,1,0
13,2.21859999999404,1,-1,1
13,2.00260000000894,1,-1,0
13,2.12170000000298,1,1,1
13,3.63179999999702,1,1,0
13,2.64420000000298,1,-1,0
13,2.02560000000894,1,1,0
13,2.17339999999106,1,1,1
13,1.99679999999702,1,-1,1
13,2.07710000000894,1,-1,1
13,2.194,1,1,1
13,1.95159999999404,1,-1,0
13,3.27039999999106,1,1,0
13,2.117,1,-1,0
13,2.13720000000298,1,1,1
13,2.1905,1,1,0
13,2.09690000000596,1,-1,1
13,1.81859999999404,1,1,1
13,1.84019999998808,1,-1,0
13,3.49760000000894,1,1,0
13,1.88959999999404,1,-1,1
13,1.88770000000298,1,-1,1
13,3.81129999999702,1,1,1
13,2.11430000001192,1,-1,0
13,2.35439999999106,1,1,0
14,4.3465,1,-1,0
14,1.71570000000112,1,1,1
14,3.91860000000149,1,1,0
14,2.97480000000074,1,-1,1
14,3.30259999999963,1,1,0
14,1.97670000000112,1,-1,1
14,2.29319999999925,1,-1,0
14,1.88380000000075,1,1,1
14,3.06619999999926,1,-1,0
14,5.47709999999963,1,1,0
14,3.70760000000149,0,1,1
14,2.43860000000149,1,-1,1
14,2.30080000000074,1,-1,1
14,5.365,1,1,0
14,2.27369999999926,1,-1,0
14,3.196,1,-1,1
14,3.11880000000074,1,1,1
14,1.75909999999963,1,1,0
14,1.86220000000112,1,-1,0
14,1.74789999999851,0,-1,0
14,1.78,1,1,1
14,1.77570000000112,1,-1,1
14,2.71430000000074,1,1,0
14,1.70869999999925,1,1,1
14,3.63519999999926,0,1,0
14,3.19829999999888,1,-1,0
14,2.3655,1,-1,1
14,2.49759999999963,1,1,1
14,5.88130000000074,1,-1,0
14,1.69980000000075,1,-1,1
14,4.31380000000074,1,1,0
14,2.65440000000037,1,-1,1
14,1.94719999999925,1,1,0
14,2.33340000000037,1,-1,0
14,2.89879999999888,0,1,1
14,4.88640000000037,0,1,1
14,5.69669999999925,1,-1,1
14,1.692,1,-1,0
14,2.11779999999888,1,1,0
14,2.83370000000112,0,1,1
14,2.2655,1,-1,1
14,2.16919999999925,1,-1,0
14,1.85940000000037,1,1,0
14,4.62429999999888,0,1,0
14,1.839,1,-1,0
14,1.78240000000037,1,-1,1
14,3.17040000000037,1,1,1
14,2.67809999999963,1,1,0
14,1.57230000000074,1,-1,0
14,1.51379999999888,1,-1,1
14,1.76089999999851,1,1,1
14,1.52540000000037,1,-1,0
14,4.98840000000037,0,1,1
14,1.77490000000037,1,1,0
14,2.04830000000074,1,-1,1
14,1.53919999999925,1,-1,1
14,2.188,1,-1,0
14,2.0645,1,1,0
14,1.71790000000037,0,1,1
14,1.58219999999925,1,-1,0
14,1.69480000000075,1,-1,1
14,1.931,1,1,0
14,2.9785,0,1,1
16,2.58819999998808,1,-1,1
16,2.43330000001192,1,-1,0
16,2.31480000001192,0,1,0
16,1.8625,1,1,1
16,3.05930000001192,1,-1,1
16,2.42230000001192,1,-1,0
16,5.40460000002384,0,1,0
16,2.976,0,1,1
16,2.61280000001192,1,-1,1
16,2.00370000004768,1,1,0
16,1.84140000003576,1,1,1
16,3.046,1,-1,0
16,3.76119999998808,0,1,0
16,1.84689999997616,1,1,1
16,3.948,1,-1,1
16,3.35789999997616,1,-1,0
16,2.34339999997616,1,-1,1
16,3.71720000004768,1,-1,0
16,4.02889999997616,0,1,0
16,2.43419999998808,1,1,1
16,2.06930000001192,1,1,1
16,2.38510000002384,1,-1,0
16,3.64869999998808,0,1,0
16,2.89710000002384,1,-1,1
16,2.41589999997616,0,1,0
16,1.82369999998808,0,-1,0
16,1.69330000001192,1,1,1
16,3.21909999996424,1,-1,1
16,3.03339999997616,0,1,0
16,2.40340000003576,1,1,1
16,3.70680000001192,1,-1,1
16,6.776,1,-1,0
16,1.72729999995232,1,1,1
16,1.82,1,1,0
16,2.75230000001192,1,-1,0
16,2.638,1,-1,1
16,1.99309999996424,1,1,0
16,3.86829999995232,1,-1,0
16,1.63440000003576,1,1,1
16,5.08419999998808,1,-1,1
16,1.73610000002384,1,1,1
16,4.79180000001192,1,-1,0
16,2.5595,1,-1,1
16,6.08530000001192,0,1,0
16,2.11770000004768,1,-1,0
16,1.70539999997616,1,1,0
16,2.75119999998808,1,-1,1
16,2.72159999996424,1,-1,1
16,1.75769999998808,1,1,1
16,2.2555,1,1,0
16,3.16160000002384,1,-1,0
16,3.13189999997616,1,-1,0
16,1.65419999998808,1,1,0
16,2.1295,1,-1,1
16,1.65639999997616,1,1,1
16,5.1695,1,-1,1
16,1.96920000004768,1,1,1
16,1.79869999998808,1,1,0
16,3.81110000002384,1,-1,0
16,3.90760000002384,1,-1,0
16,2.84690000003576,1,-1,1
16,1.80369999998808,1,1,0
16,1.93329999995232,1,1,1
17,5.7,1,-1,0
17,1.57830000000074,1,1,1
17,2.52709999999776,1,1,0
17,2.638,1,-1,1
17,3.9755,0,1,0
17,2.06329999999702,1,1,1
17,3.31419999999925,1,-1,1
17,3.51310000000149,1,-1,0
17,2.24419999999926,1,-1,1
17,2.78230000000074,1,-1,0
17,1.612,1,1,1
17,3.08970000000298,1,1,0
17,1.86119999999926,1,-1,0
17,2.11610000000149,1,1,1
17,6.3815,1,1,0
17,2.59220000000298,1,-1,1
17,1.76280000000075,1,1,0
17,2.1265,1,1,1
17,1.84660000000149,1,-1,0
17,4.16329999999702,1,-1,1
17,2.84139999999851,1,1,0
17,2.83340000000224,1,-1,1
17,4.65539999999851,0,1,1
17,2.106,1,-1,0
17,2.61859999999776,1,-1,1
17,3.74439999999851,1,-1,0
17,1.75239999999851,1,1,1
17,1.74660000000149,1,1,0
17,3.001,1,-1,0
17,2.30519999999925,0,-1,1
17,2.06719999999925,1,1,1
17,2.3225,0,1,0
17,2.75539999999851,1,1,0
17,1.974,1,1,1
17,2.2705,1,-1,1
17,3.88769999999925,1,-1,0
17,4.02059999999776,1,-1,0
17,2.45890000000223,1,1,0
17,1.66919999999925,1,1,1
17,2.99080000000074,1,-1,1
17,2.19130000000075,1,-1,1
17,2.80570000000298,1,1,0
17,2.85870000000298,1,1,1
17,4.40660000000149,1,-1,0
17,1.56529999999702,1,1,1
17,3.23510000000149,1,1,0
17,2.02210000000149,1,-1,0
17,2.17430000000074,1,-1,1
17,2.13920000000298,1,1,1
17,1.987,1,-1,1
17,2.53580000000075,1,1,0
17,4.1055,1,-1,0
17,4.09630000000075,0,1,0
17,1.64519999999926,1,1,1
17,4.20119999999925,1,-1,0
17,2.23709999999776,1,-1,1
17,2.68689999999851,1,1,0
17,2.34970000000298,1,1,1
17,1.92010000000149,1,-1,0
17,2.05489999999851,1,-1,1
17,3.633,1,1,0
17,3.76920000000298,0,1,1
17,3.218,1,-1,1
17,4.29380000000075,1,-1,0
18,2.67069999980927,1,-1,1
18,2.61489999985695,0,-1,0
18,4.41320000004768,1,1,1
18,1.72539999985695,0,1,0
18,2.90189999985695,1,-1,0
18,1.85070000004768,1,1,1
18,2.11979999995232,1,-1,1
18,3.62270000004768,0,1,0
18,2.65059999990463,0,-1,0
18,2.58270000004768,0,1,0
18,1.89760000014305,1,-1,1
18,2.83170000004768,1,1,1
18,1.58140000009537,1,1,1
18,1.55040000009537,1,-1,0
18,2.0545,0,-1,1
18,2.57759999990463,1,1,0
18,2.29540000009537,0,-1,1
18,3.46319999980927,0,-1,0
18,3.109,0,1,1
18,1.63569999980927,0,1,0
18,2.04179999995232,1,1,1
18,2.10740000009537,0,-1,0
18,1.602,1,-1,1
18,1.98610000014305,1,1,0
18,4.03310000014305,0,-1,1
18,2.08020000004768,1,-1,0
18,1.75459999990463,1,1,1
18,1.5565,1,1,0
18,1.49369999980927,1,-1,0
18,1.69809999990463,1,1,1
18,3.65029999995232,0,-1,1
18,1.50109999990463,0,1,0
18,1.7725,1,-1,0
18,3.05089999985695,1,1,1
18,2.76590000009537,1,-1,1
18,1.51490000009537,1,1,0
18,1.95210000014305,0,1,0
18,2.65330000019073,1,-1,1
18,2.51509999990463,1,1,1
18,2.68679999995232,1,-1,0
18,2.43289999985695,1,-1,1
18,1.38640000009537,1,1,0
18,1.76110000014305,0,-1,0
18,1.53659999990463,1,1,1
18,1.59470000004768,0,1,1
18,2.02830000019073,1,-1,1
18,1.66690000009537,0,-1,0
18,1.53329999995232,1,1,0
18,2.05340000009537,1,-1,1
18,1.43229999995232,0,-1,0
18,1.48929999995232,1,1,1
18,1.71140000009537,1,1,0
18,1.82779999995232,1,-1,0
18,3.5635,1,-1,1
18,1.66220000004768,1,1,1
18,2.54459999990463,1,1,0
18,4.41319999980927,1,1,1
18,1.35859999990463,1,1,0
18,1.242,1,-1,0
18,1.34470000004768,1,-1,1
18,1.54280000019073,1,1,1
18,1.42070000004768,1,1,0
18,1.85670000004768,1,-1,1
18,2.06740000009537,0,-1,0
19,5.57509999999404,1,-1,1
19,2.152,1,1,0
19,2.08330000001192,1,1,1
19,4.86879999998212,1,-1,0
19,5.2275,0,1,1
19,2.78829999998212,1,-1,1
19,3.8795,1,-1,0
19,3.15420000001788,0,1,0
19,2.6085,1,-1,0
19,2.88029999998212,1,1,1
19,2.53690000000596,1,-1,1
19,1.76040000000596,1,1,0
19,1.90340000000596,1,-1,1
19,2.25520000001788,1,1,0
19,2.0105,1,-1,0
19,1.97119999998808,1,1,1
19,2.01059999999404,1,1,0
19,1.83540000000596,1,-1,0
19,2.15119999998808,1,-1,1
19,2.84530000001192,0,1,1
